id,InventoryNumber,Initials,ExcavationDate,Context,Season,ShapeObject,ShapeDetails,Type,Ware,Material,ProductionPlace,Conservation,Measurements,NbFragments,NbDiscarded,JoinedTo_NbRemarks,DescriptionAndRemarks,Inclusions,Fabric,Glaze,Decoraction_Stamp,Chronology1stImpression,AbsoluteChronology,ToBeDr_Ph,Drawing,Photo,PhotoFabric,Square,Level,ProcessedBy,Zone,Label,Context_Survey_Homogenized
2330,,RFD,24-07-12,T12-100,2012,Closed shape,wall,,black glaze,,Local,Medium,,0,1,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,
2331,TC2012.0570,VA,24-07-12,T12-101-3,2012,Tile,edge,cover,plain,,Local,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,WAAR,,,,SURVEY,,T12-101-3
2332,TC2012.0571,VA,24-07-12,T12-101-3,2012,Amphora,handle,,plain,,Import,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2333,TC2012.0572,VA,24-07-12,T12-101-3,2012,Lekane,rim,,black glaze,,Local,Poor,,1,0,,,,,,inside,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2334,,VA,24-07-12,T12-101-3,2012,Amphora,wall,,plain,,Local,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2335,,VA,24-07-12,T12-101-3,2012,Tile,wall,flat,plain,,Local,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2336,,VA,24-07-12,T12-101-3,2012,Tile,wall,flat,plain,,Import,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2337,,VA,24-07-12,T12-101-3,2012,Closed shape,wall,,cooking,,Import,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2338,TC2012.0573,MF,24-07-12,T12-101-3,2012,Chytra,rim + handle,,cooking,,Import,Medium,,1,0,,Late Antique?,,,,,Late Antique,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2339,TC2012.0574,MF,24-07-12,T12-101-3,2012,Tile,edge,cover,plain,,Local,Medium,,2,0,,2 joining,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2340,TC2012.0575,MF,24-07-12,T12-101-3,2012,Amphora,wall,ribbed,plain,,Import,Medium,,1,0,,,,,,,Late Antiquity,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2341,TC2012.0579,MF,24-07-12,T12-101-3,2012,Amphora,wall,ribbed,plain,,Import,Medium,,1,0,,,,,,,Late Antiquity,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2342,TC2012.0580,MF,24-07-12,T12-101-3,2012,Jug,handle,,plain,,Import,Medium,,1,0,,Late Antique?,,,,,Late Antique,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2343,,MF,24-07-12,T12-101-3,2012,Amphora,wall,,plain,,Import,Poor,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2344,,MF,24-07-12,T12-101-3,2012,Lekane,handle,,plain,,Local,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2345,,MF,24-07-12,T12-101-3,2012,Tile,wall,,plain,,Local,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2346,,MF,24-07-12,T12-101-3,2012,Amphora,wall,,plain,,Local,Poor,,0,6,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2347,,MF,24-07-12,T12-101-3,2012,Closed shape,wall,,plain,,Local,Poor,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2348,TC2012.0576,SvW,24-07-12,T12-101-3,2012,Basin,rim,,plain,,Import,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2349,TC2012.0577,SvW,24-07-12,T12-101-3,2012,Amphora,handle,,plain,,Import,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2350,TC2012.0578,SvW,24-07-12,T12-101-3,2012,Basin,rim,,plain,,Import,Poor,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2351,TC2012.0581,SvW,24-07-12,T12-101-3,2012,Amphora,handle,,plain,,Import,Poor,,1,0,,+ root,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2352,,SvW,24-07-12,T12-101-3,2012,Amphora,wall,,plain,,Import,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2353,,SvW,24-07-12,T12-101-3,2012,Amphora,wall,,plain,,Import,Medium,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2354,,SvW,24-07-12,T12-101-3,2012,Amphora,wall,,plain,,Local,Poor,,0,3,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2355,,SvW,24-07-12,T12-101-3,2012,Closed shape,wall,,plain,,Import,Poor,,0,3,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2356,,SvW,24-07-12,T12-101-3,2012,Closed shape,wall,,plain,,Local,Poor,,0,3,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2357,,SvW,24-07-12,T12-101-3,2012,Undetermined,wall,,plain,,Local,Poor,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2358,,SvW,24-07-12,T12-101-3,2012,Tile,wall,,plain,,Local,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2359,,WvA,24-07-12,T12-101-3,2012,Amphora,wall,,plain,,Import,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2360,,WvA,24-07-12,T12-101-3,2012,Amphora,wall,,plain,,Import,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2361,,WvA,24-07-12,T12-101-3,2012,Closed shape,wall,,plain,,Local,Poor,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2362,,WvA,24-07-12,T12-101-3,2012,Closed shape,wall,,cooking,,Import,Poor,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2363,,WvA,24-07-12,T12-101-3,2012,Undetermined,wall,,plain,,Local,Poor,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-3
2364,TC2012.0582,EA,24-07-12,T12-101-2,2012,Pithos,rim,,coarse,Ceramics,Import,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2365,TC2012.0583,EA,24-07-12,T12-101-2,2012,Tile,edge,flat,red glazed,,Local,Medium,,1,0,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2366,TC2012.0584,EA,24-07-12,T12-101-2,2012,Amphora,handle,,plain,,Import,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2367,TC2012.0585,EA,24-07-12,T12-101-2,2012,Closed shape,base,,black glaze,,Local,Medium,,1,0,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2368,TC2012.0586,EA,24-07-12,T12-101-2,2012,Tile,wall,flat,red-slipped,,Local,Medium,,1,0,,,,,,red slip on outside,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2369,TC2012.0587,EA,24-07-12,T12-101-2,2012,Amphora,handle,,plain,,Import,Medium,,1,0,,+ neck,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2370,TC2012.0588,EA,24-07-12,T12-101-2,2012,Amphora,handle,,plain,,Import,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2371,TC2012.0589,EA,24-07-12,T12-101-2,2012,Open shape,handle,,black glaze,,Local,Medium,,1,0,,+ root,,,,inside,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2372,TC2012.0590,EA,24-07-12,T12-101-2,2012,Basin,rim,,cooking,,Import,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2373,TC2012.0591,EA,24-07-12,T12-101-2,2012,Chytra,base,,cooking,,Import,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2374,TC2012.0592,EA,24-07-12,T12-101-2,2012,Closed shape,handle,,cooking,,Import,Medium,,1,0,,+ root,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2375,TC2012.0593,EA,24-07-12,T12-101-2,2012,Chytra,rim,,black glaze,,Local,Medium,,1,0,,rim fr, lid rest,,,,inside,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2376,TC2012.0594,EA,24-07-12,T12-101-2,2012,Cup,wall,,black glaze,,Local,Medium,,1,0,,,,,,inside,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2377,TC2012.0595,EA,24-07-12,T12-101-2,2012,Juglet,handle,,plain,,Local,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2378,TC2012.0596,EA,24-07-12,T12-101-2,2012,Jug,rim,,plain,,Import,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2379,TC2012.0597,EA,24-07-12,T12-101-2,2012,Chytra,rim,,cooking,,Import,Poor,,1,0,,+ lid rest,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2380,,EA,24-07-12,T12-101-2,2012,Amphora,wall,,plain,,Import,Medium,,5,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2381,,EA,24-07-12,T12-101-2,2012,Amphora,wall,,plain,,Import,Medium,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2382,,EA,24-07-12,T12-101-2,2012,Closed shape,wall,,red glazed,,Import,Medium,,1,1,,,,,outside,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2383,,EA,24-07-12,T12-101-2,2012,Closed shape,wall,,cooking,,Import,Poor,,0,16,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2384,,EA,24-07-12,T12-101-2,2012,Closed shape,wall,,plain,,Import,Poor,,0,11,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2385,,EA,24-07-12,T12-101-2,2012,Amphora,wall,,plain,,Local,Poor,,0,28,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2386,,EA,24-07-12,T12-101-2,2012,Closed shape,wall,,plain,,Local,Poor,,0,5,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2387,,EA,24-07-12,T12-101-2,2012,Undetermined,wall,,plain,Ceramics,Corinthian,Poor,,0,1,,Corinthian A,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2388,,EA,24-07-12,T12-101-2,2012,Undetermined,wall,,plain,,Local,Poor,,0,51,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2389,,EA,24-07-12,T12-101-2,2012,Tile,wall,,plain,,Local,Poor,,0,9,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2390,,EA,24-07-12,T12-101-2,2012,Tile,wall,,plain,,Import,Poor,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2391,,EA,24-07-12,T12-101-2,2012,Open shape,wall,,black glaze,,Local,Poor,,0,3,,,,,,inside,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2392,,EA,24-07-12,T12-101-2,2012,Open shape,wall,,red glazed,,Local,Poor,,0,1,,,,,inside,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2393,,EA,24-07-12,T12-101-2,2012,Lekane,wall,,red glazed,,Local,Poor,,0,1,,,,,inside,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2394,TC2012.0598,MP,24-07-12,T12-101-2,2012,Louterion,carination,,coarse,,Import,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2395,TC2012.0599,MP,24-07-12,T12-101-2,2012,Amphora,handle,,plain,,Import,Medium,,1,0,,+ neck,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2396,TC2012.0600,MP,24-07-12,T12-101-2,2012,Amphora,rim,Corinthian B,plain,,Corfu-Butrint Area,Medium,,1,0,,,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2397,TC2012.0601,MP,24-07-12,T12-101-2,2012,Lekane,rim,,black glaze,,Local,Medium,,1,0,,,,,,inside and on top,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2398,TC2012.0602,MP,24-07-12,T12-101-2,2012,Chytra,handle,,cooking,,Import,Medium,,1,0,,+ root,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2399,TC2012.0603,MP,24-07-12,T12-101-2,2012,Jug,rim,,plain,,Local,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2400,TC2012.0604,MP,24-07-12,T12-101-2,2012,Amphora,handle,,plain,,Import,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2401,TC2012.0605,MP,24-07-12,T12-101-2,2012,Amphora,handle,,plain,,Local,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2402,TC2012.0606,MP,24-07-12,T12-101-2,2012,Amphora,wall,,plain,,Import,Medium,,1,0,,wide ribbing,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2403,,MP,24-07-12,T12-101-2,2012,Amphora,wall,,plain,,Import,Medium,,4,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2404,,MP,24-07-12,T12-101-2,2012,Cooking pot,wall,,cooking,,Import,Poor,,0,6,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2405,,MP,24-07-12,T12-101-2,2012,Lekane,handle,,plain,,Local,Poor,,0,1,,+ root,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2406,,MP,24-07-12,T12-101-2,2012,Closed shape,wall,,black glaze,,Local,Poor,,0,1,,,,,,outside,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2407,,MP,24-07-12,T12-101-2,2012,Undetermined,wall,,plain,,Local,Poor,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2408,,MP,24-07-12,T12-101-2,2012,Closed shape,wall,,plain,,Local,Poor,,0,16,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2409,,MP,24-07-12,T12-101-2,2012,Closed shape,wall,,plain,,Import,Poor,,0,6,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2410,,MP,24-07-12,T12-101-2,2012,Amphora,wall,,plain,,Local,Poor,,0,5,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2411,,MP,24-07-12,T12-101-2,2012,Tile,wall,cover,plain,,Import,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2412,,MP,24-07-12,T12-101-2,2012,Tile,wall,,plain,,Local,Poor,,0,5,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2413,TC2012.0607,RvW,24-07-12,T12-101-2,2012,Amphora,rim + handle,,plain,,Chian,Medium,,1,0,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2414,TC2012.0608,RvW,24-07-12,T12-101-2,2012,Lekane,rim,,black glaze,,Local,Medium,,1,0,,,,,,inside,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2415,TC2012.0609,RvW,24-07-12,T12-101-2,2012,Closed shape,rim,,plain,,Import,Medium,,1,0,,Late Antique?,,,,,Late Antique,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2416,TC2012.0610,RvW,24-07-12,T12-101-2,2012,Amphora,handle,,plain,,Import,Medium,,1,0,,+ root,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2417,TC2012.0611,RvW,24-07-12,T12-101-2,2012,Amphora,handle,,plain,,Local,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2418,TC2012.0612,RvW,24-07-12,T12-101-2,2012,Jug,handle,,plain,,Local,Medium,,1,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2419,TC2012.0613,RvW,24-07-12,T12-101-2,2012,Tile,wall,cover,red glazed,,Local,Medium,,1,0,,,,,red-glaze on top,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2420,,RvW,24-07-12,T12-101-2,2012,Amphora,wall,,plain,,Local,Medium,,0,9,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2421,,RvW,24-07-12,T12-101-2,2012,Amphora,wall,,plain,,Import,Medium,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2422,,RvW,24-07-12,T12-101-2,2012,Amphora,wall,,plain,,Import,Medium,,2,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2423,,RvW,24-07-12,T12-101-2,2012,Closed shape,wall,,cooking,,Import,Medium,,0,1,,,,,,red slipped outside,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2424,,RvW,24-07-12,T12-101-2,2012,Closed shape,wall,,cooking,,Import,Medium,,0,6,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2425,,RvW,24-07-12,T12-101-2,2012,Closed shape,wall,,plain,,Local,Poor,,0,8,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2426,,RvW,24-07-12,T12-101-2,2012,Open shape,wall,,plain,,Local,Medium,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2427,,RvW,24-07-12,T12-101-2,2012,Closed shape,wall,,black glaze,,Local,Medium,,0,1,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2428,,RvW,24-07-12,T12-101-2,2012,Closed shape,wall,,plain,,Local,Poor,,0,10,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2429,,RvW,24-07-12,T12-101-2,2012,Closed shape,wall,,plain,Ceramics,Corinthian,Poor,,0,1,,Corinthian A,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2430,,RvW,24-07-12,T12-101-2,2012,Undetermined,wall,,plain,,Local,Poor,,0,20,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2431,,RvW,24-07-12,T12-101-2,2012,Undetermined,wall,,plain,,Import,Poor,,0,3,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2432,TP2012.0614,RFD,24-07-12,T12-100,2012,Grinding stone,,,,Stone,Import,Medium,,1,0,,basalt,,,,,Undetermined,,ONWAAR,WAAR,ONWAAR,ONWAAR,,,,SURVEY,,
2433,TC2012.0615,TN,24-07-12,T12-101-2,2012,Plate,rim,,black glaze,,Local,Good,,1,0,,,,,,,Classical/Hellenistic,BCE 500-300,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2434,TC2012.0616,TN,24-07-12,T12-101-2,2012,Lekane,base,,red glazed,,Local,Poor,,1,0,,,,,inside,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2435,TC2012.0617,TN,24-07-12,T12-101-2,2012,Amphora,rim,Corinthian B,plain,,Corfu-Butrint Area,Medium,,1,0,,,,,,,Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2436,TC2012.0618,TN,24-07-12,T12-101-2,2012,Skyphos,handle,,black glaze,,Local,Medium,,1,0,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2437,TC2012.0619,TN,24-07-12,T12-101-2,2012,Lekane,wall,,black glaze,,Local,Medium,,1,0,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2438,,TN,24-07-12,T12-101-2,2012,Amphora,wall,,plain,,Import,Medium,,8,0,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2439,,TN,24-07-12,T12-101-2,2012,Amphora,wall,,plain,,Import,Poor,,0,3,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2440,,TN,24-07-12,T12-101-2,2012,Amphora,wall,,plain,,Local,Medium,,0,8,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2441,,TN,24-07-12,T12-101-2,2012,Tile,wall,,plain,,Local,Poor,,0,3,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2442,,TN,24-07-12,T12-101-2,2012,Closed shape,wall,,cooking,,Import,Medium,,0,2,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2443,,TN,24-07-12,T12-101-2,2012,Closed shape,wall,,plain,,Import,Poor,,0,6,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2444,,TN,24-07-12,T12-101-2,2012,Closed shape,wall,,plain,,Local,Poor,,0,6,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2445,,TN,24-07-12,T12-101-2,2012,Undetermined,wall,,plain,,Local,Poor,,0,1,,,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2446,,TN,24-07-12,T12-101-2,2012,Closed shape,wall,,black glaze,,Local,Medium,,0,4,,,,,,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2447,,TN,24-07-12,T12-101-2,2012,Lekane,wall,,black glaze,,Local,Medium,,0,1,,,,,,inside,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2448,,TN,24-07-12,T12-101-2,2012,Open shape,wall,,red glazed,,Local,Medium,,0,3,,,,,inside,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2449,,TN,24-07-12,T12-101-2,2012,Open shape,wall,,black glaze,,Local,Medium,,0,1,,,,,,inside,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-2
2450,TC2012.0724,RvW,24-07-12,T12-101-1,2012,Lekane,base,,red glazed,,Local,Medium,,1,0,,,,,outside,,Archaic/Classical,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-1
2451,TC2012.0725,RvW,24-07-12,T12-101-1,2012,Basin,rim,,plain,,Local,Poor,,1,0,,horizontal ribs,,,,,Undetermined,,ONWAAR,ONWAAR,ONWAAR,ONWAAR,,,,SURVEY,,T12-101-1
